d8_avg,d10_avg,d6_avg,gwm_d6_avg,c_d8_avg,c_d10_avg,c_d6_avg,c_gwm_d6_avg,d8_adv_avg,d10_adv_avg,d6_adv_avg,gwm_d6_adv_avg,c_d8_adv_avg,c_d10_adv_avg,c_d6_adv_avg,c_gwm_d6_adv_avg
4.503373,5.497256,6.998481,7.998466,8.997817,10.993998,13.999783,15.998623,5.811024,7.150176,8.370333,8.909609,10.846102,13.32329,15.933265,17.299705
